Rating 1,Rating 2,Rating 3,Sim ,Replica,Topic
4,1,4,3.501217176,"I agree with that. I think that there are courtesy appointments which can be used or joint appointments if they're more formal relationships, but I think it's a little naive to think that anybody who wants to can simply move. It may have impacts that are unintentional in the Department's for which these people move. So I think there has to be some discretion and some probably sense of what the core group should look like based upon the core values of the school and the mission of the school.","If individual faculty members wish to participate in the New School, the Stanford administration should strive to accommodate them."
3,4,2,0.186782528,"Yeah, in terms of having different opinions. I thought it was really kind of funny that we had so many people that were not from America or not strictly from America and that especially in terms of Medicaid Medicare for all I think that was interesting to hear everyone from outside the US be like, yeah. No, I don't know. What's up with you Americans. I definitely thought that for","In the next minutes, please take however much time you need to debrief about this weekend's deliberation. "
5,1,5,2.832514096,"Yeah, I mean, I think we should be giving people pay outs and things like that. But I think we just need to be careful about who we give that to and that it's not just a blanket thing. Like I would like it for be a blanket thing cuz I like I want to get money but in all realistic - like I think a good that would be like expanding like unemployment insurance. That way we can guarantee that people who are actually out of work that were once working actually get the money that they would have been getting if they were working.","The federal government should pass into law the Emergency Money for the People Act, which will give every American age 16 and older, who earns less than $130000 per year,$2 000 every month, for at least six months, or up to 12 months total, unless employment levels return to pre-COVID-19 levels after the initial six-month period."
5,1,1,2.193011448,"Yeah, I mean in all honesty like half the learning you do at Sanford probably happens like in a community like environment like there's so much to be learned from other people around you and in the environment you live in and to learn like from your roommates your dorm mates I think is also like super valuable and I think those social skills you get not only social skills, but a lot of them transfer over into real life skills is is super important and we're not getting that at the moment.","Tuition should be reduced for online classes even if that means reducing financial aid.,"
4,2,5,2.774868536,"My guess is like maybe I don't know like I believe is that make much sense, but I feel like what they might be a living to is like, you know, when your dorms they send you emails me, like, oh like like thinking like do this if we have an activity and like so if that activity like involves money when I think I have I think I like my dogs are not something that was like they were doing a screening of something that was paid. And so it's like if they reduce tuition then it's like it's like maybe like and like maybe I like ghosts. I think that analogous like class things that give your power too.","Tuition should be reduced for online classes even if that means reducing financial aid.,"
1,5,5,2.93173652,"I feel like part of that too is like, you know, if this act were to go into place like it should be stingy on the fact that like they can stop it if it's necessary or if it's not that the money isn't necessary anymore or they could also extend it, you know, just in case the unit because the covid obviously is not something you can predict up, you know, we open States back up and now we're having to shut down again like you nobody would have said that that would have happened. So I feel like it should definitely be","The federal government should pass into law the Emergency Money for the People Act,"
4,1,5,2.321085976,"Yeah, I felt that today's on today's expert plenary session was far more helpful. Thank you sir days.","In the next minutes, please take however much time you need to debrief about this weekend's deliberation. "
3,1,2,1.175183048,"Internationally and locally important problem and if we're done, I guess we just push them move on button or should we do that?","The New School should collaborate with other schools to make shared resources for sustainability-related engagement and research broadly available to all scholars at Stanford.,"
2,5,5,4.59025364,"Because of their pre-existing conditions there needs to be some sort of defined rule behind it, but that shouldn't that shouldn't be like a matter of question for like to discriminate against someone think it should be something that is separate.","People should have reasonable access to health insurance without discrimination against pre-existing conditions.,"
4,3,4,3.945004512,"Yeah as when Jeff when you said rights and responsibilities, I'm wondering if informing this new school that we can more formally Define the kinds of responsibilities for people in that school, maybe to move away from this more nebulous structure of academic Academia in which well, you should participate but if you don't want to you don't have to I'm wondering if there's a way to make that more.","If individual faculty members wish to participate in the New School, the Stanford administration should strive to accommodate them."
2,1,3,0.458485024,I agree. I'm,"Here we have a set of proposals regarding various research topics for which the New School might incorporate a critical mass of faculty members on cities, climate science, earth and planetary sciences, energy, human health, human sustenance, the natural world, public policy, and social science and ethics."
5,3,4,2.373217392," And part here is how do we make sure that people are incentivized to stay inside and I find certain perfect and imprisonment is bad. So, I don't really have a good answer.","The government should punish people who do not comply with stay-at-home orders with fines and imprisonment. ,"
3,5,4,2.333916352," No option for any choice whereas a gender-neutral could be. Oh you could room with the same person person of the same gender or of a different gender or like whatever but as of right now, that's not the option.","All roommate assignments should be made gender-neutral by default,"
4,5,4,2.460409928,"Yeah, I think a Stanford degree isn't be worth of Stanford degree regardless, but a Stanford education. I think it's very much in the connections you make I've heard that a lot going into it and I realize that I mean I could go to a high school and take like a PE and I'm course and wearing the same stuff as Stanford, but the whole point is like the People You Meet the connections you make is just invaluable. So that being said, I know this like isn't ideal for anyone so","Tuition should be reduced for online classes even if that means reducing financial aid.,"
4,1,1,0.795170224,"I think those like I said, the Widow question is posed as you know, do you love puppies but I think we need to know which which puppy were getting. Is it going to turn into a 40 pound dog?","The New School should collaborate with other schools to make shared resources for sustainability-related engagement and research broadly available to all scholars at Stanford.,"
1,2,1,1.012646168,Gary I'm sorry you got cut off. Actually. I'm just going to let you go. I'm going to finish speaking.,"Here we have a set of proposals regarding various research topics for which the New School might incorporate a critical mass of faculty members on cities, climate science, earth and planetary sciences, energy, human health, human sustenance, the natural world, public policy, and social science and ethics."
4,2,4,2.435666016,"Yeah, and just to add one small thing to like the whole point about police brutality. I feel like giving policeman the power to imprison people if there are if there may be like not social distancing and I'll give them the power to really like put an end to this peaceful protests that have been happening all over the us because if they see you would groups of people together for adjusting the night you say like, oh you guys are all the rest of your not following stay-at-home orders. So I feel like that's a weird like that could be","The government should punish people who do not comply with stay-at-home orders with fines and imprisonment. ,"
2,4,1,0.503912256,"Sorry, they maybe not where we do all of those things that I listed and others they may be we may be a lot of the hiring decisions are done in the content cross Cuts. Who knows, but we need that time.","The faculty members of the New School should collectively undertake a process to finalize the design the academic structure.,"
5,4,3,1.075122104,"It's usually considered to be part of the service component, but it doesn't hurt to underscore it as a factor to include.","The New School‚Äö√Ñ√¥s formal criteria for faculty hiring and promotion should value activities to accelerate impact along with research and teaching and have the Faculty Senate and the Provost appoint a committee to consider these implications. ,"
5,4,5,1.445465848,"Yeah, kind of echoing what Stephanie just said. I definitely valued it in terms of like I don't think I would have been spending this much time kind of thinking about either like these kind of large issues or thinking even more specifically just about the Stanford focused ones. I think it's been like useful in terms of my own knowledge, but it's hard to see it like translated into action.","In the next minutes, please take however much time you need to debrief about this weekend's deliberation. "
3,4,1,1.504060672,There are some who work or very concerned about whether they fit or not and it's not clear that if the whole school moved in what would happen to those people and that has to be certainly determined.,"If individual faculty members wish to participate in the New School, the Stanford administration should strive to accommodate them."
4,1,3,2.046143816,"Yes, I just did was I wanted to clarify I as I understood one of the comments that the was that the Neuroscience Institute wasn't encouraging of participation from may be non non-specialists or relative Outsiders, is that correct?","The New School should collaborate with other schools to make shared resources for sustainability-related engagement and research broadly available to all scholars at Stanford.,"
5,5,4,3.230028912," negative connotations towards Greek life and I think with a habitat like that. It's just kind of bound to happen, especially since like, we're just young adults acting crazy sometimes like it's just like the like something that's seems like very attractive to a lot of people like people want to do this these kind of things and it's not necessarily that it's like a good thing to do but these Greek organizations do Foster like a lot of like suspicious things, but I don't","Stanford should abolish Greek life.,"
4,5,3,3.076674744,"Yeah, so I see what Daisy was saying about how like it depends on how much of the represent like how much of the organization represents the people and I think because there's no like definitive way to be able to measure how much these super Pacs are corporations are like accurately representing the people which is why I do think it should be overturned because there's no really real way to determine like whether or not these corporations are a voice of the people and then I also wanted to like agree on Annabelle's point about how money isn't really speech and how it instead.","Move to pass a constitutional amendment to overturn Citizens United,"
4,4,3,4.83884792,"And therefore, you know, the government would be spending more money, you know, and also what would incentivize people to work hard in college if there wasn't any cost to themselves.","The government should cover the cost of college tuition at public universities for all students who could not otherwise afford it,"
2,4,1,1.844817208," Manage this and be like listen, like we're paying this so that you stay inside and if you're not staying inside you don't get this money.","The government should punish people who do not comply with stay-at-home orders with fines and imprisonment. ,"
5,4,4,3.531222152,Thank you. I'll try and be brief. So my it strikes me is that you need a new school if you want to change how you accept students how you educate students how you hire faculty how you reward them? I think from the research perspective the critical role of sustainability energy climate. All of this is clear and apparent but it strikes me. It's those other issues the structural ones that are should Define why you would have a new school and I haven't heard.,"If individual faculty members wish to participate in the New School, the Stanford administration should strive to accommodate them."
5,4,5,3.754767464,"It I think one one thing I will note about Woods is that gets it goes back to our discussion yesterday about inter-school collaboration versus interest School collaboration. And I think to the extent that Woods gets absorbed into the new school, which I agree. It should it could actually fill that function as being the part of the school that looks to build connections with HHS and other schools that are not necessarily part of the school, but are relevant to questions of climate and sustainability.","The New School should include in its organizational structure the Woods Institute for the Environment.,"
1,1,3,0.241450832," they're divesting from it, but maybe I'm wrong. I don't know. But anyway, that's there's a lot of considerations.","The New School should include in its organizational structure the Precourt Institute for Energy.,"
5,4,5,4.24695544,"I mean, this is like a philosophical contradiction between like us and some other countries, but I do believe that in terms of this kind of not a normal situation some kind of not normal solution should be put in place to actually make an impact and stop the pandemic and if men that if enforcing vaccine vaccination is the case then I think it should be","Coronavirus vaccines should be mandatory.,"
4,3,1,2.200360704,I think everything the problem is everything is critical and everything is important and we if we focus on cities we might ignore some other things if we focus there are just so many different things and we need to prioritize and put things so that you can reward people for studying certain things and we need to have some Focus but they could be flexible. I think is the best way to do it have some structure and then allow people to go around the edges and do different things in it.,"Here we have a set of proposals regarding various research topics for which the New School might incorporate a critical mass of faculty members on cities, climate science, earth and planetary sciences, energy, human health, human sustenance, the natural world, public policy, and social science and ethics."
1,4,3,1.236155824,"Yeah, I'm just going to Echo what Mike said just at the end of the last session about we will support you. I mean from where I'm sitting when I read these last questions. I thought holy cow. This is a really big deal and a big problem for some of you and so and I do totally agree with the comments about the process. And yesterday. I think the term window dressing is a good one. So I think I would just like to know from the people that are directly impacted. How can other senior faculty on campus that agree that there's issues with the process help you or support you in making?","Stanford should emerge from the transition with seven schools: H&S, Law, GSB, Engineering, Medicine, Education, and the New School."
4,5,5,4.973029896,"I guess I'm going to shift gears just a little bit. I have to say that I'm bothered by the fact that social science and ethics always get lumped together. They're quite distinct social sciences, you know, if the people who collaborate with interdisciplinary scientific research teams, really more scientists Ephesus tend to be more humanists philosophers bioethicist that sort of thing I can tell you that the students are desperate for climate Justice and environmental justice is a thing.","Here we have a set of proposals regarding various research topics for which the New School might incorporate a critical mass of faculty members on cities, climate science, earth and planetary sciences, energy, human health, human sustenance, the natural world, public policy, and social science and ethics."
5,5,5,4.461565304,"Yeah, I don't know how much it would disincentivize work maybe for a few people. But for the vast majority of people just unemployment benefits. You can maybe afford some kind of living but it's not going to be a happy living people don't want to live like that indefinitely. So, I don't know how much I don't think people are happy living just on unemployment benefits. I don't think that people would just be content with that. I think people would want to get back to work.","The federal government should keep unemployment benefits the same as before COVID-19.,"
3,4,3,2.882940576,"This is a question to the group at from somebody who doesn't know much about this area can anybody speak to how the creation of the school my create new funding opportunities in terms of philanthropy when I told somebody I was doing this this weekend. They said oh, that's great. I mean this is going to really improve Stanford's rankings and reputation.","The New School should collaborate with other schools to make shared resources for sustainability-related engagement and research broadly available to all scholars at Stanford.,"
2,3,2,1.80863516,"just to add when I said inefficient, I was thinking administrative, but I was also thinking about","The New School should include in its organizational structure the Precourt Institute for Energy.,"
5,4,5,3.910024928,"I want to read with Victor. I think anybody who is interested in the new school should apply and I imagine that it might be some mechanism to assess with that person that wishes to apply actually has you know, in terms of training intellectual motivation and preparation to be appropriate to be part of this of this new school just to avoid risk that is mentioned in the document as people who","If individual faculty members wish to participate in the New School, the Stanford administration should strive to accommodate them."
1,2,3,2.862407256," Matt for college, so I guess it just depends on what you spent your money on.","The government should cover the cost of college tuition at public universities for all students who could not otherwise afford it,"
2,5,5,3.24653344,"Definitely, I think that all Americans like myself value their privacy and don't really trust giving that data up to the government or a lot of Corporations. But I do look at like the kind of model that China has put in where they have a nap and you need to have this app to go out and it seems you're in contact with and with that supposedly they had like completely take the amount of cases they have and then only have a few flare-ups that idea that allows people to go out.","Organizations and corporations should work with the government to implement opt-in-only contact tracing platforms to monitor and mitigate the spread of COVID-19.,"
5,5,1,2.060265112,"I want thought I had about this is that I think it's an interesting idea, but it's not that plausible because I feel like money could be better spent elsewhere and also people might not have the time to do in-depth research to see where their who they want to give their money to but one question I have about one of the cons of offering vouchers would not draw in people that were not already interested in the king.","Institute tax-payer funded vouchers for every voter to spend on candidate campaigns,"
1,5,5,4.238447952,"Well, I'm never like I don't know a lot about Greek life. So could anyone explain like what Greek life is like on Stanford? Well, I mean like the only Expressions I have is that like they drink and they party which is very stereotypical. I know.","Stanford should abolish Greek life.,"
4,5,5,2.905264664,"Yeah, I think transparency is one of the best things that we can do in terms of Reform and I think it makes a lot of sense. My understanding now is that most and least individual campaign donations campaign donations are public knowledge. So I think that you know, the more we make campaign donations all the knowledge. I don't see that necessarily downside that the only potential one that I could see is that like in the kind of hyperpolarized culture we have today where people attended as like each other and political views could be very bad for individuals like in the job market if you donate to one campaign in the public knowledge and employers","Require disclosures of top five donors in every communication,"
4,1,2,2.352117344,"Search Institute it has sort of its home in Pediatrics, but an OB but it moves across the entire University in terms of inviting people to aggregate for that.","The New School should include in its organizational structure the Woods Institute for the Environment.,"
2,1,3,1.31200104," Power but if it were implemented in the United States, what do you guys think? What happened?","Switch to Proportional Representation,"
4,5,5,3.26785736,"Yeah, I also wonder like and again, I don't know exactly that much about how Greek is organized and like how behold it, you know, whatever like, you know under the control of like the national organizations are but I wonder if rules like, you know, the rule about like sororities can't have parties and alcohol and those kinds of things whereas like fraternities. Can I just I wonder why like those kinds of rules are still","Stanford should abolish Greek life.,"
1,5,5,3.435696648,"Yeah, I agree with like imprisonment. I don't think that imprisonment should happen because like I think it was like something like um, coronavirus has killed more people in prison than like the death penalty has so like basically if you imprison someone that's equivalent to like killing them essentially so","The government should punish people who do not comply with stay-at-home orders with fines and imprisonment. ,"
4,3,5,2.488920376,"Yeah, but I think to my mind I was thinking about that Stanford center for professional development that kind of lives in the School of Engineering now as well as the GSB is excited about education program my senses. Those are really great assets for the University that some faculty are heavily involved and can kind of be compensated well for that if they want to pursue it and you can have a lot of impact on practice but it's not a mandatory activity for anybody in those schools as well. And so if it doesn't fit with any individual faculties, you know passions our research interest and that's fine.","The New School should offer programs in executive and professional education.,"
5,2,5,0.778358976,"I think I might perception now from the conversation yesterday in the plenary is that is really very very Broad in the discussion as a group yesterday. I mentioned the case as to what those inability implies because even within the environmental Sciences, there's a many different aspects of climate changes as we said is not the only Global change. So there's multiple angles and aspects to it. So I think is a is a is a broad.","If individual faculty members wish to participate in the New School, the Stanford administration should strive to accommodate them."
1,5,4,5.480892464,"George I didn't hear what you said for whatever reason my computer is being weird, but it's like iPod if I don't touch on it at all, but I think generally overturning citizens united is a bad thing. If you look at citizens united the actual citizens united the actual ruling was on a movie about Hillary Clinton made within a certain amount of days within the election and it was basically about whether of course campaign Finance played a role in citizens united but there's a lot of other ramifications on the case and I think that generally like political free speech I think or restricting citizens united will be restricting Free Speech because it goes","Move to pass a constitutional amendment to overturn Citizens United,"
3,2,4,4.112147856,I think apropos Tony is coming to be interesting to pull the school of Earth and see how they feel about a new school versus a an Institute.,"If individual faculty members wish to participate in the New School, the Stanford administration should strive to accommodate them."
2,3,5,5.297556208,"I was just going to say it feels like a lot of the stuff we're talking about is like again Greek life in general not Greek life at Stanford as far as Greek life at Stanford. I mean, I haven't gone to any other university obviously, but I mean, I've I live in a college town and from what I can tell like Stanford, does it pretty good job in like at least like listening to people and trying to implement stuff compared to a lot of other schools. So I feel like that's just","Stanford should abolish Greek life.,"
3,3,5,2.342465928,"I think inherently we're agreeing. I think that it's just getting confusing with like the logistics of like how you would actually decide a room but I think that in this sense is actually more what you're talking about Nicholas. We're having the room gender-neutral by default means that you can then have your drop down list that you're talking about where it's like, oh, what should this be? Whereas what we have now is that there are rooms that are specifically not gender neutral. So there's","All roommate assignments should be made gender-neutral by default,"
4,1,2,2.733522704,"One of the things I don't see listed here is what do we do with governance related to Joint appointments that something we struggle with at the medical center people who have you know, they're based in one department, but they have 50% FTE with no compensation in another department. Are they voting members on in that department? How much are they required to participate in teaching activities and so on?","If individual faculty members wish to participate in the New School, the Stanford administration should strive to accommodate them."
5,4,3,2.399501368,"Yeah, I think that's a really important Pro and if being able to accommodate and make those students significantly safer really just requires an extra step for everyone else to specify the gender of the student of their roommate if they if they want to I think that that's worth it. It's a relatively small burden on everyone else for a huge gain in safety for those students.","All roommate assignments should be made gender-neutral by default,"
3,1,3,2.218077232,"So what does active fault mean then I'm guessing they're like they're like, oh you have the choice by default.","All roommate assignments should be made gender-neutral by default,"
1,3,4,3.195106792," Ultimately, it is the indigenous indigenous leading to live in in the north. And unless we they are supported as commuting respecters. The community is no territorial sovereignty. But unless we defend our territorial sovereignty and alternative government is not going to feed them any better than the Canadian government has","Canada should focus on improving economic and food security in the Arctic region for its Indigenous population. ,"
4,5,3,2.943854856,"I I think that actually you can we have some impact implementation of methods and statistics and we take that into account and I think that is really necessary because the academic schedule can be very very slow and if we want things to accelerate what happens for sustainability, we sort of have to put an impetus and it might be that that will also says","The New School‚Äö√Ñ√¥s formal criteria for faculty hiring and promotion should value activities to accelerate impact along with research and teaching and have the Faculty Senate and the Provost appoint a committee to consider these implications. ,"
5,4,5,2.902227208,"But we have different ways to evaluate. So I guess I would be supportive of considering this point and seeing how they would be based on their hiring, you know, making it very clear what you're being hired for and what the impact is.","The New School‚Äö√Ñ√¥s formal criteria for faculty hiring and promotion should value activities to accelerate impact along with research and teaching and have the Faculty Senate and the Provost appoint a committee to consider these implications. ,"
1,3,4,1.212998792,"Well, that's so my impression is well. It's a little bit sad because it seems like that's where the border is going to be. And and that's also a quite a critical area just geographically towards both Asian and Middle East and all that. So in that sense, it's going to be probably quite a hot hotspot in many ways.","The EU should approve Turkey as a member state.,"
1,5,1,4.164539144,"Yeah, I think all the people should get tested and whoever's positive should get a vaccine because you know, that's for the safety of the general public instead of what you choose to put in your body because I think if you have the virus and you're not you're not doing preventive measures, then of course you're endangering the public and that's even worse. So yeah, I would suggest something like an alternative.","Coronavirus vaccines should be mandatory.,"
4,4,1,2.063027312,Early that I would kind of have to let there be two different very different experiences for those sorts of faculty. And and so it's hard to get everybody on entering under the same conditions. But I think that would have a big impact on the culture if it was achievable.,"Stanford should emerge from the transition with seven schools: H&S, Law, GSB, Engineering, Medicine, Education, and the New School."
5,1,3,4.069784688,"Yeah, I told him once you have you joined the EU you should also accept the rules and follow them. So I think you wouldn't punish me the states that are violating the rules or doing something that you shouldn't when you're in here. I think they should be punished because they are not being punished and you only consume with the with the things that they are doing and that's not good for you if you're not swallowing.","The EU should punish disobeying member states.,"
1,5,4,3.24386768,"Yeah, another challenge of just moving sc3 into the new school is that it's really from a fundraising point of view. It's not particularly exciting. You know, I think the idea is this is going to be a new Visionary school. It's not just School of Earth Sciences plus and so I'm not sure how to guard against that because I think many of the people who are in the school currently imagine they're going to be in the new school although","If individual faculty members wish to participate in the New School, the Stanford administration should strive to accommodate them."
5,5,1,2.275562808,"Yeah, I think that this is also just from my point of view is kind of like you created this Max now. I need to fix it because you know over 200000 Americans are now dead because the government didn't properly handle the covid outbreak and now we're at a place where no one really knows what's going on. And I think that it's really it's not reasonable to ask people to pay upwards of $40000 for","The federal government should pay for COVID-19 treatment for everyone,"
5,4,5,4.933745192,"Yeah, I agree. That's how I read the question on whether these would be departments. But whether these should be topics that are in the school and I think I'm getting here a little bubble telling me that we should move on. So if I look at those, I would say cities climate science Earth and planetary science energy to me. Those are no-brainers human health actually not entirely sure that that shouldn't just stay in the school of medicine.","Here we have a set of proposals regarding various research topics for which the New School might incorporate a critical mass of faculty members on cities, climate science, earth and planetary sciences, energy, human health, human sustenance, the natural world, public policy, and social science and ethics."
2,5,5,5.147625736,I absolutely disagree with this. I think that the pro argument that people are less incentivized to work so that they can get on Medicaid is unfounded by actual data and I think that reducing funding for Medicaid to help States reallocate money to people who truly need it. It's like who else is going to need it truly other than people who are,"The federal government should reduce funding for Medicaid, the federal-state program that provide insurance to low-income Americans"
3,2,1,3.302655032," Endowed professorship. So if you go to the new school, you're going to lose that endowed professorship. Those are the things that I think about strive to.","If individual faculty members wish to participate in the New School, the Stanford administration should strive to accommodate them."
2,3,4,3.920963336,And specific Focus that allow people to align themselves and to see themselves to find a home that seems more obvious. So I think climate science and ocean Sciences or to me.,"Here we have a set of proposals regarding various research topics for which the New School might incorporate a critical mass of faculty members on cities, climate science, earth and planetary sciences, energy, human health, human sustenance, the natural world, public policy, and social science and ethics."
2,5,5,3.120365192,"Okay, I'll start I do agree that the standard of living is higher than it's ever been before and like what we now consider like Necessities used to be just like luxuries, but at the same time people are struggling financially and wage inequality is absolutely a pressing issue with the rich are getting richer and the poor getting poorer especially during covid-19 times and I think that raising the federal income sort of help push us in the right direction.","Increase the federal minimum wage from $7.25/hour to $15/hour,"
2,4,3,0.603120104,"Yeah, that's that's a that's a surprising situation. I'm curious why there is no ability to choose.","All roommate assignments should be made gender-neutral by default,"
3,4,3,1.380766736," And I think that at the moment maybe we've all the strengths of Words, which I think is a brilliant place. I'm a part of it we could still see the school is doing something different particularly the context of education and undergraduate teaching.","The New School should include in its organizational structure the Woods Institute for the Environment.,"
4,4,1,1.90426104," Cool, but also cross those boundaries. I don't want to move in and do school in a department that where I only have you know, my own colleague biology is that to talk with because I am ready doing that. I want to have a bigger ecosystem.","Here we have a set of proposals regarding various research topics for which the New School might incorporate a critical mass of faculty members on cities, climate science, earth and planetary sciences, energy, human health, human sustenance, the natural world, public policy, and social science and ethics."
5,4,5,5.856036472,"Yeah, I agree. I also in favor of the popular vote because I think this is a way to get a true democracy, you know, it would make it so that everyone's vote is equal and also everyone's vote counts because right now at the Electoral College if you don't vote for the winning candidate in your state your vote essentially doesn't count it all so that's why I think that we should have popular.","Replace the Electoral College with a national popular vote,"
3,4,3,4.335168648," Are in that new school and because if not, it's not really a school in my line. ER. We are an educational institution if you're also research institution, but let's not forget.","The New School should include in its organizational structure the Precourt Institute for Energy.,"
5,1,5,2.858614256,"I agree that it's a fraud issue on the other hand if we can impact the big carbon Industries to shift away from carbon like GM's announcement. For example, this actually can be a path forward and I agree. It's very tricky and I like Siegfried suggestion of continuing to trust the faculty and to","Faculty members in the New School should be free to seek and accept funding to conduct research on topics that might aid the energy industry to transition to a carbon-free world.,"
4,5,5,2.247701456,"Yeah, I do agree with that completely. And I think everyone's bringing up really great points and I just think in response to the competition type argument that someone brought up earlier. I just think that if we're in a competition just over the years. There's just been like a cycle of women and minorities staying at the bottom while my white males are staying at the top and it's not really a competition. It's more like a placeholder in a way and I think that I do agree with","Governments should increase grants to create more women and minority owned small businesses,"
1,4,3,1.425449536,"So I looked it up 60 60 faculty in the school of education. Just you know, I answered my own question and with your help let me you know, just as an interesting comment, and I'd like to respond to you know, think about that as a historian. So thinking as a historian, you know, there's a lot of claim for revolution novelty. This is totally new right. I mean, these are claims that we've seen throughout history about particular things. What historians always","Stanford should emerge from the transition with seven schools: H&S, Law, GSB, Engineering, Medicine, Education, and the New School."
1,1,4,3.522087864,I chose to faculty member in the school then. Maybe you come to a different conclusion.,"If individual faculty members wish to participate in the New School, the Stanford administration should strive to accommodate them."
4,5,5,5.93244152,"I agree. Also, I think it's important that we have the Electoral College.","Replace the Electoral College with a national popular vote,"
5,3,1,1.547556152,Because without that it's a little hard to decide how you want to structure this new entity.,"Here we have a set of proposals regarding various research topics for which the New School might incorporate a critical mass of faculty members on cities, climate science, earth and planetary sciences, energy, human health, human sustenance, the natural world, public policy, and social science and ethics."
4,4,1,5.117005632,"Yeah, I'm just you know looking at this proposal again. It should include in its organizational structure The precourt Institute for energy and it occurred to me. I don't quite know what that means. Does that mean they would report to the dean of the new school. And what is the organizational structure now and is it broken and should it be fixed?","The New School should include in its organizational structure the Precourt Institute for Energy.,"
3,4,2,2.453881552,"I guess I'm a little influence on this topic by the person of the medical schools had the most impact of the last year, which is Scott Atlas. And so I think we have to consider a little bit carefully about how we construe impact and how its defined and there it has to be derived from your research or how it is actually influencing the the public.","The New School‚Äö√Ñ√¥s formal criteria for faculty hiring and promotion should value activities to accelerate impact along with research and teaching and have the Faculty Senate and the Provost appoint a committee to consider these implications. ,"
5,3,5,3.786074928,"Look Becky on what you said like the the and what the process like d-des incentivizing people to return back to work. Like I know that in South Carolina if you refuse to go back to work like you're immediately taken off of unemployment and you can't get that money, but I know that there's a lot of people that fall through the cracks because their employer doesn't necessarily go through the effort to you know, make sure that the government knows that they","The federal government should keep unemployment benefits the same as before COVID-19.,"
5,5,1,5.798141768,"I don't really believe in the Electoral College. So I don't really see the need for electors, but I think getting rid of them would probably be better because I don't think like a handful of people can decide thousands of people's votes. And even if we were to keep the Electoral College again, I really just don't see like why electors are needed.","Allocate electoral votes to presidential candidates without electors,"
4,3,3,3.437733456,"I'm still going back to yes, there should be a we need to move forward and this should be a core faculty. But then how do you really build meaningful engagement with the other schools particularly those schools that have no incentive to teach and they become more window dressing.","Stanford should emerge from the transition with seven schools: H&S, Law, GSB, Engineering, Medicine, Education, and the New School."
5,5,3,4.602614688,"Yeah, you you are make really good point. Although I'm not sure what could be the best for minimum wage. But I feel like 15 would be a really big job that could possibly hurt rather than like helping the poor because it's like kind of like increase the minimum wage. You can lead to like take one in the value of money the money we have right now.","Increase the federal minimum wage from $7.25/hour to $15/hour,"
4,1,5,1.66446744,"Yeah, I agree. I think that this I personally agree that I think the government should do something but this sort of the all of these numbers in this proposal seem a little bit random like I would like to know if there's like a basis to these numbers.","The federal government should pass into law the Emergency Money for the People Act, which will give every American age 16 and older, who earns less than $130000 per year,$2 000 every month, for at least six months, or up to 12 months total, unless employment levels return to pre-COVID-19 levels after the initial six-month period."
5,3,4,4.5037456," However, if we end up coming back to campus and then there are less resources available because we decided to cut tuition in the quarter before I feel like that might be counterproductive.","Tuition should be reduced for online classes even if that means reducing financial aid.,"
5,5,4,3.145200304," I think that smaller businesses definitely should be able to still make money even if people are using food stamps, but I guess then that's a question of like, where is that money coming from?","The federal government should allow the Electronic Benefit Transfer to be used anywhere food is sold,"
3,4,3,3.177462384," You know how it comes together and who would include and so those initial, you know, the initial people were put in that are really have to be it has to be really thoughtfully done. I think I think just having everybody opt-in who wants to opt in and hope that that's the right blend of people to make sure that the school is the way it should be is a little bit.","If individual faculty members wish to participate in the New School, the Stanford administration should strive to accommodate them."
1,4,5,4.1459034,"Yeah, also just for me like living in California. I feel like my I can't vote but like when I can I feel like my vote just doesn't and it obviously matters a little bit but it doesn't carry that much weight compared to other states because you know, there's California has such a large population. So but not as many electoral votes and also since it's not like a swing","Replace the Electoral College with a national popular vote,"
4,1,3,2.575930408," And yes, maybe you can start talking about agencies and policies that the government could put in place.","The Canadian government should create and enforce new and strong domestic laws against foreign interference,"
5,4,1,3.341693688,"Yeah, I think it's hard to kind of disagree with this one because Canada working with large allies are like money States on things, especially when it's related to Security in any way is quite the norm and I think I don't know. I guess the one part that I'm less confident about is the ability to exclude the US just because of especially because of those security implications the amount of interbreeding between the Canadian US military's I feel like and just security","Canada should work with our allies and like-minded states to create a coalition of democracies to collectively monitor and respond to foreign interference,"
1,5,3,3.372410344,I don't disagree with that at all. I the only thing and this is listed in the cons. And this has been a con is this has become a national discussion is the fact that corporations can just sort of create sub entities within the United States that could then do essentially what they wanted to do on a corporate level and a larger corporate level. And so I think that again when we actually start looking into the legal minutiae how you write a law like this it needs to be done by people who are very informed and very aware of like all these sort of Alec. I guess what I don't know the right term was perhaps out and,"Modify definition of a corporation, where companies with more than 10% foreign ownership cannot contribute."
